"player_name","player_id","year","xwoba","xba","xslg","xiso","xobp","brl","brl_percent","exit_velocity","max_ev","hard_hit_percent","k_percent","bb_percent","whiff_percent","chase_percent","arm_strength","sprint_speed","oaa","bat_speed","squared_up_rate","swing_length"
"O'Hearn, Ryan","656811","2024",86,89,83,69,86,47,40,59,44,49,93,64,84,65,18,64,,58,79,72
"Betts, Mookie","605141","2024",92,94,82,65,94,42,29,64,53,44,98,92,94,93,55,31,19,13,99,86
"Madrigal, Nick","663611","2024",,,,,,,,,16,,,,,,36,54,,,,
"Moncada, Yoán","660162","2024",,,,,,,,,42,,,,,,,35,,,,
"Vierling, Matt","663837","2024",41,62,44,35,42,56,46,62,74,54,50,38,78,89,50,87,60,37,85,39
"Fry, David","681807","2024",64,54,50,46,87,27,46,32,41,37,49,79,47,52,,22,,25,30,8
"Winn, Masyn","691026","2024",20,64,20,12,29,24,10,14,73,14,76,26,82,35,95,87,83,23,63,48
"Williams, Luke","663897","2024",,,,,,,,,13,,,,,,,83,,,,
"Happ, Ian","664023","2024",82,37,72,79,82,86,79,76,92,74,26,94,31,84,48,66,40,58,31,82
"Walsh, Jared","665120","2024",,,,,,,,,85,,,,,,,30,,,,
"Robert Jr., Luis","673357","2024",9,7,28,48,4,45,66,68,87,52,2,28,2,10,54,88,75,85,4,13
"Bote, David","623520","2024",,,,,,,,,31,,,,,,,39,,,,
"Iglesias, Jose","578428","2024",,,,,,,,,58,,,,,,21,83,77,,,
"McKinney, Billy","641856","2024",,,,,,,,,8,,,,,,,42,,,,
"Ortega, Rafael","542364","2024",,,,,,,,,11,,,,,,,19,,,,
"Jones, Jahmai","663330","2024",,,,,,,,,54,,,,,,,56,,,,
"Walker, Christian","572233","2024",86,45,83,86,79,86,90,82,91,86,36,73,44,77,3,21,97,89,8,29
"Newman, Kevin","621028","2024",,,,,,,,,14,,,,,,27,53,91,,,
"Wade Jr., LaMonte","664774","2024",89,64,66,62,97,39,65,74,70,70,43,99,53,94,6,7,20,,,
"Remillard, Zach","621545","2024",,,,,,,,,17,,,,,,,69,,,,
"Meyers, Jake","676694","2024",31,27,36,43,27,42,39,29,60,32,40,31,36,29,48,89,97,12,39,82
"Morel, Christopher","666624","2024",45,15,43,59,47,74,69,52,76,50,24,73,5,65,87,49,1,95,7,4
"Trevino, Jose","624431","2024",,,,,,,,,33,,,,,,,3,,,,
"Dezenzo, Zach","701305","2024",,,,,,,,,83,,,,,,,77,,,,
"Cameron, Daz","663662","2024",,,,,,,,,85,,,,,,76,78,,,,
"De La Cruz, Elly","682829","2024",62,31,66,71,57,90,86,88,94,76,6,72,8,60,90,100,98,90,20,48
"DeLuca, Jonny","676356","2024",5,22,5,5,14,6,12,2,53,7,50,28,54,5,87,98,91,31,9,18
"McNeil, Jeff","643446","2024",17,27,12,14,34,8,6,14,32,11,92,42,87,32,65,23,62,13,74,62
"Taylor, Chris","621035","2024",,,,,,,,,41,,,,,,77,71,18,,,
"Baddoo, Akil","668731","2024",,,,,,,,,52,,,,,,55,71,,,,
"Del Castillo, Adrian","680728","2024",,,,,,,,,22,,,,,,,11,,,,
"Castellanos, Nick","592206","2024",70,85,72,63,66,72,52,34,87,40,53,22,16,5,32,52,4,52,36,18
"Haase, Eric","606992","2024",,,,,,,,,55,,,,,,,65,,,,
"Salazar, César","663967","2024",,,,,,,,,5,,,,,,,11,,,,
"Wallner, Matt","670242","2024",,,,,,,,,98,,,,,,99,55,,,,
"Pillar, Kevin","607680","2024",,,,,,,,,44,,,,,,65,78,50,,,
"Kelly, Carson","608348","2024",,,,,,,,,32,,,,,,,12,,,,
"Peralta, David","444482","2024",,,,,,,,,79,,,,,,37,38,,,,
"Ornelas, Jonathan","680716","2024",,,,,,,,,63,,,,,,,47,,,,
"Adell, Jo","666176","2024",42,15,59,74,20,64,79,62,97,71,15,47,19,42,63,86,57,98,2,18
"Stowers, Kyle","669065","2024",,,,,,,,,57,,,,,,73,73,,,,
"Sogard, Nick","686765","2024",,,,,,,,,6,,,,,,20,59,,,,
"Schmitt, Casey","669477","2024",,,,,,,,,57,,,,,,83,68,,,,
"Kjerstad, Heston","677008","2024",,,,,,,,,41,,,,,,92,81,,,,
"Bell, Josh","605137","2024",41,27,44,51,36,60,48,46,74,49,61,56,37,56,3,9,2,25,70,5
"Wells, Austin","669224","2024",78,43,68,70,80,45,60,34,74,42,54,89,34,70,,31,,58,33,39
"Teodosio, Bryce","669326","2024",,,,,,,,,4,,,,,,,98,,,,
"Pham, Tommy","502054","2024",50,75,52,38,54,42,43,70,86,64,44,40,63,97,77,47,31,63,85,86
"Ramírez, Harold","623912","2024",,,,,,,,,71,,,,,,,70,,,,
"Lux, Gavin","666158","2024",47,67,36,24,67,30,29,32,43,57,41,62,57,85,7,59,32,38,57,48
"Moreno, Gabriel","672515","2024",62,60,39,30,84,20,36,67,73,55,91,92,84,91,,44,,,,
"Olivares, Edward","658668","2024",,,,,,,,,59,,,,,,93,61,,,,
"Kim, Ha-Seong","673490","2024",47,50,17,15,86,18,18,25,34,23,81,96,92,98,74,76,84,,,
"Alonso, Pete","624413","2024",80,36,83,88,72,95,89,62,98,80,30,75,48,67,2,20,3,90,26,48
"Pauley, Graham","688363","2024",,,,,,,,,16,,,,,,,24,,,,
"Edman, Tommy","669242","2024",,,,,,,,,18,,,,,,33,66,28,,,
"Waters, Drew","671221","2024",,,,,,,,,2,,,,,,,69,,,,
"Sosa, Lenyn","672820","2024",50,91,62,40,37,20,30,49,67,58,55,2,78,6,30,48,10,45,68,39
"Kwan, Steven","680757","2024",70,94,38,12,93,8,4,9,19,1,99,70,100,96,60,43,88,1,100,98
"Santana, Carlos","467793","2024",66,48,58,59,78,58,44,52,90,46,79,82,57,83,18,17,98,50,79,18
"Rosario, Amed","642708","2024",10,57,22,16,8,10,16,13,46,26,53,1,49,4,72,91,4,,,
"Ahmed, Nick","605113","2024",,,,,,,,,11,,,,,,17,60,94,,,
"Altuve, Jose","514888","2024",47,76,48,31,57,64,35,11,39,11,74,32,66,6,7,44,3,15,62,8
"Sánchez, Jesús","660821","2024",83,76,87,82,64,80,83,93,99,95,23,45,12,9,77,46,80,90,20,72
"Conforto, Michael","624424","2024",85,67,90,89,69,72,80,68,90,77,36,58,45,76,82,24,19,82,53,39
"Tellez, Rowdy","642133","2024",29,30,46,51,18,42,51,56,96,28,53,42,67,56,16,1,10,,,
"Bohm, Alec","664761","2024",80,94,71,51,80,60,39,70,70,76,92,28,86,58,33,23,88,56,95,39
"Wiemer, Joey","686894","2024",,,,,,,,,11,,,,,,,83,,,,
"Maile, Luke","571912","2024",,,,,,,,,22,,,,,,,10,,,,
"Gomes, Yan","543228","2024",,,,,,,,,25,,,,,,,22,,,,
"Jordan, Levi","682119","2024",,,,,,,,,2,,,,,,,26,,,,
"Steer, Spencer","668715","2024",50,30,38,44,71,52,34,26,35,46,55,83,59,75,78,73,22,43,57,39
"Langeliers, Shea","669127","2024",61,31,75,84,29,81,87,84,90,69,19,46,23,32,,61,,82,38,48
"Swanson, Dansby","621020","2024",55,40,58,60,47,68,62,56,58,64,35,62,27,78,30,63,99,45,47,39
"Perez, Salvador","521692","2024",91,87,95,94,75,94,83,80,88,72,62,30,32,1,5,3,,70,50,5
"Mullins, Cedric","656775","2024",16,16,16,22,22,20,20,16,23,16,64,54,82,51,44,75,79,34,39,29
"Doyle, Brenton","686668","2024",62,57,68,68,44,79,72,52,62,58,27,45,19,39,99,94,98,32,46,39
"Caminero, Junior","691406","2024",,,,,,,,,98,,,,,,50,25,,,,
"Cruz, Oneil","665833","2024",80,74,86,80,67,94,97,99,100,97,8,56,5,27,100,88,38,100,29,13
"Martinez, J.D.","502110","2024",85,62,87,86,79,81,94,78,70,77,13,72,12,42,,15,,68,7,1
"Duvall, Adam","594807","2024",,,,,,,,,87,,,,,,68,72,71,,,
"McCoy, Mason","669200","2024",,,,,,,,,5,,,,,,19,84,,,,
"Flores, Wilmer","527038","2024",,,,,,,,,27,,,,,,3,1,,,,
"Trejo, Alan","676701","2024",,,,,,,,,8,,,,,,56,23,,,,
"Profar, Jurickson","595777","2024",92,92,70,54,98,65,43,80,64,71,88,89,90,90,68,26,8,45,69,48
"Taveras, Leody","665750","2024",24,34,28,27,25,37,28,49,62,24,52,49,40,46,91,81,86,39,42,29
"Blanco, Dairon","680118","2024",,,,,,,,,30,,,,,,24,97,,,,
"Stott, Bryson","681082","2024",39,67,23,15,69,16,10,14,58,10,82,64,90,50,43,91,52,7,87,72
"Pereda, Jhonny","640902","2024",,,,,,,,,20,,,,,,,2,,,,
"Rivas, Leo","660844","2024",,,,,,,,,7,,,,,,34,76,,,,
"Semien, Marcus","543760","2024",48,60,48,39,61,68,36,19,82,22,91,61,75,72,10,81,100,9,90,13
"Carter, Evan","694497","2024",,,,,,,,,43,,,,,,41,97,,,,
"Contreras, Willson","575929","2024",93,71,75,75,96,39,76,86,95,81,20,97,2,40,,43,,,,
"Fairchild, Stuart","656413","2024",,,,,,,,,70,,,,,,52,92,85,,,
"Albies, Ozzie","645277","2024",35,51,47,43,27,34,31,34,90,13,90,22,73,17,4,46,34,14,67,62
"Bader, Harrison","664056","2024",24,40,34,31,16,30,34,17,80,24,48,8,50,17,86,74,94,38,60,72
"Merrill, Jackson","701538","2024",94,98,96,92,78,90,78,70,79,68,78,8,73,14,90,81,97,56,50,29
"Dingler, Dillon","693307","2024",,,,,,,,,34,,,,,,,54,,,,
"Gelof, Zack","680869","2024",4,3,14,39,2,52,58,52,48,34,1,32,2,42,11,86,78,43,6,48
"Merrifield, Whit","593160","2024",,,,,,,,,13,,,,,,39,90,28,,,
"Lowe, Nathaniel","663993","2024",64,58,32,25,89,34,28,46,80,48,45,97,72,82,22,24,91,73,30,48
"Sanoja, Javier","691594","2024",,,,,,,,,17,,,,,,,85,,,,
"Keith, Colt","690993","2024",42,81,41,23,50,39,25,23,53,22,62,26,58,40,10,61,63,39,74,94
"Amador, Adael","691182","2024",,,,,,,,,9,,,,,,,20,,,,
"Correa, Carlos","621043","2024",89,87,74,65,92,42,62,70,91,71,80,82,74,70,78,34,87,,,
"Wisely, Brett","689172","2024",,,,,,,,,26,,,,,,44,62,90,,,
"Rodríguez, Julio","677594","2024",83,90,84,69,69,79,69,87,93,89,27,22,14,6,90,96,93,96,11,5
"India, Jonathan","663697","2024",86,78,55,40,96,60,49,17,70,28,64,97,81,98,9,68,70,45,53,62
"Zavala, Seby","664874","2024",,,,,,,,,20,,,,,,,18,,,,
"Kiner-Falefa, Isiah","643396","2024",14,60,15,8,16,3,2,7,34,9,84,2,94,38,14,61,85,5,97,91
"Haniger, Mitch","571745","2024",23,9,28,48,18,39,60,74,81,76,8,68,10,78,59,22,13,66,44,72
"Herrera, Jose","645444","2024",,,,,,,,,13,,,,,,,6,,,,
"Brooks, Trenton","670092","2024",,,,,,,,,10,,,,,,,5,,,,
"Haggerty, Sam","664059","2024",,,,,,,,,59,,,,,,,62,,,,
"Pérez, Wenceel","672761","2024",19,37,21,18,26,12,14,34,48,10,49,44,71,48,55,74,86,23,55,86
"Rodríguez, Johnathan","671286","2024",,,,,,,,,66,,,,,,,35,,,,
"Ramírez, José","608070","2024",66,71,80,76,54,86,57,52,98,45,98,49,93,27,28,74,83,43,81,48
"Grandal, Yasmani","518735","2024",,,,,,,,,35,,,,,,,1,,,,
"Rojas, Johan","679032","2024",1,18,1,1,3,2,4,5,66,6,68,3,62,10,92,100,93,,,
"Díaz, Aledmys","649557","2024",,,,,,,,,19,,,,,,,56,,,,
"Edwards, Xavier","669364","2024",,,,,,,,,8,,,,,,20,78,1,,,
"Turner, Justin","457759","2024",66,60,39,30,90,20,16,16,25,14,74,82,90,72,5,9,,1,77,99
"Frazier, Adam","624428","2024",,,,,,,,,22,,,,,,63,32,39,,,
"McCarthy, Jake","664983","2024",42,81,20,6,78,6,4,1,24,2,83,23,86,30,25,98,89,5,63,94
"Canario, Alexander","672744","2024",,,,,,,,,50,,,,,,,45,,,,
"France, Ty","664034","2024",31,18,39,51,25,48,44,43,73,48,50,36,53,60,4,6,1,34,42,18
"Polanco, Jorge","593871","2024",38,16,48,60,36,45,59,32,67,34,10,70,30,78,8,54,1,19,38,62
"Adames, Willy","642715","2024",76,37,82,86,62,91,81,40,84,52,28,80,21,51,75,50,64,77,14,2
"Schunk, Aaron","668845","2024",,,,,,,,,44,,,,,,43,70,,,,
"Drury, Brandon","592273","2024",1,4,1,4,7,3,10,21,90,25,42,44,50,62,13,18,31,,,
"Mayo, Coby","691723","2024",,,,,,,,,12,,,,,,,59,,,,
"Rojas, Miguel","500743","2024",,,,,,,,,48,,,,,,42,14,97,,,
"Velázquez, Nelson","676369","2024",,,,,,,,,72,,,,,,86,54,,,,
"Blackmon, Charlie","453568","2024",36,51,25,19,58,27,22,2,31,6,76,58,81,43,72,50,,6,39,72
"Rendon, Anthony","543685","2024",,,,,,,,,46,,,,,,34,35,30,,,
"Sabol, Blake","666165","2024",,,,,,,,,65,,,,,,,30,,,,
"Millas, Drew","686452","2024",,,,,,,,,19,,,,,,,76,,,,
"Vaughn, Andrew","683734","2024",48,37,68,72,18,77,63,70,83,67,50,20,66,21,6,24,3,31,79,18
"Martínez, J.P.","679881","2024",,,,,,,,,2,,,,,,,20,,,,
"Butler, Lawrence","671732","2024",76,64,85,83,47,65,75,80,87,83,36,47,37,57,61,58,36,83,41,72
"Wong, Connor","657136","2024",15,22,19,23,13,34,32,11,48,20,38,16,27,43,,79,,54,16,48
"Grisham, Trent","663757","2024",,,,,,,,,32,,,,,,50,37,,,,
"Mastrobuoni, Miles","670156","2024",,,,,,,,,31,,,,,,44,69,,,,
"McCormick, Chas","676801","2024",,,,,,,,,63,,,,,,51,85,89,,,
"Lee, Korey","686676","2024",1,6,10,22,1,27,46,32,60,37,6,6,1,11,,56,,42,5,62
"Jeffers, Ryan","680777","2024",34,16,39,53,26,48,54,13,91,17,59,32,55,14,,23,,66,17,29
"Gamel, Ben","592325","2024",,,,,,,,,65,,,,,,73,37,,,,
"García, Avisaíl","541645","2024",,,,,,,,,26,,,,,,,69,,,,
"Urías, Luis","649966","2024",,,,,,,,,24,,,,,,28,17,,,,
"Benintendi, Andrew","643217","2024",38,48,50,46,32,42,32,26,54,19,69,49,70,72,46,30,12,7,93,94
"Walker, Jordan","691023","2024",,,,,,,,,96,,,,,,97,78,,,,
"Grichuk, Randal","545341","2024",,,,,,,,,84,,,,,,60,54,,,,
"Luciano, Marco","682617","2024",,,,,,,,,36,,,,,,,53,,,,
"Nevin, Tyler","663527","2024",,,,,,,,,34,,,,,,70,24,9,,,
"Joe, Connor","656582","2024",6,4,2,12,23,12,17,4,53,14,46,78,43,90,84,37,42,,,
"Thaiss, Matt","642136","2024",,,,,,,,,57,,,,,,,5,,,,
"Marte, Noelvi","682622","2024",,,,,,,,,77,,,,,,68,86,1,,,
"Farmer, Kyle","571657","2024",,,,,,,,,43,,,,,,26,16,88,,,
"Siani, Michael","672279","2024",,,,,,,,,15,,,,,,66,76,99,,,
"Mateo, Jorge","622761","2024",,,,,,,,,50,,,,,,46,99,44,,,
"Moore, Dylan","664238","2024",23,2,6,25,57,37,58,34,48,26,15,94,47,99,11,68,66,68,11,72
"Pages, Andy","681624","2024",55,54,64,63,37,60,73,40,81,49,34,26,41,32,95,75,73,69,14,13
"Noda, Ryan","676116","2024",,,,,,,,,35,,,,,,1,41,,,,
"Volpe, Anthony","683011","2024",6,26,7,8,12,27,12,22,43,23,41,20,62,45,29,83,97,15,55,72
"Ozuna, Marcell","542303","2024",98,94,98,98,94,98,96,91,95,96,30,80,12,62,,13,,81,33,39
"Murphy, Sean","669221","2024",,,,,,,,,85,,,,,,,8,,,,
"Moniak, Mickey","666160","2024",12,11,34,49,3,47,63,28,86,19,18,10,15,3,40,84,74,69,8,13
"O'Neill, Tyler","641933","2024",74,7,91,97,44,81,98,77,87,90,2,87,5,65,82,55,17,90,3,18
"Schanuel, Nolan","694384","2024",52,64,18,10,88,16,9,7,20,4,78,87,96,91,10,24,13,2,92,97
"Cowser, Colton","681297","2024",66,24,73,86,46,83,90,73,90,77,7,64,16,74,96,75,95,80,26,86
"Alcántara, Kevin","682634","2024",,,,,,,,,25,,,,,,,92,,,,
"Bethancourt, Christian","542194","2024",,,,,,,,,71,,,,,,,53,,,,
"Thomas, Lane","657041","2024",39,37,35,34,47,45,45,44,72,51,25,55,57,87,95,93,3,45,61,91
"Wendzel, Davis","673995","2024",,,,,,,,,26,,,,,,,46,,,,
"McCann, James","543510","2024",,,,,,,,,65,,,,,,,6,,,,
"Gurriel Jr., Lourdes","666971","2024",56,81,64,49,44,52,37,34,66,48,70,12,75,22,63,29,82,26,59,29
"Carroll, Corbin","682998","2024",61,36,43,46,77,65,43,55,77,54,68,79,74,74,34,96,96,78,74,82
"Ruiz, Keibert","660688","2024",9,58,16,10,10,12,6,4,34,4,98,2,99,4,,5,,3,97,72
"McKenna, Ryan","663630","2024",,,,,,,,,38,,,,,,,72,,,,
"Adams, Jordyn","677941","2024",,,,,,,,,18,,,,,,,98,,,,
"Neto, Zach","687263","2024",47,27,56,65,34,65,55,38,76,42,39,26,35,29,74,73,9,34,54,72
"Taylor, Michael A.","572191","2024",,,,,,,,,80,,,,,,84,80,95,,,
"Jankowski, Travis","608671","2024",,,,,,,,,16,,,,,,57,79,,,,
"Kirk, Alejandro","672386","2024",62,64,46,35,72,30,37,56,86,54,95,62,92,50,,4,,,,
"Benson, Will","666181","2024",3,1,11,46,4,37,78,56,67,49,1,76,1,89,57,87,29,55,1,5
"Lopez, Nicky","670032","2024",4,21,1,1,25,1,1,3,23,1,88,55,79,54,39,42,89,1,95,94
"Wilson, Jacob","805779","2024",,,,,,,,,13,,,,,,82,44,,,,
"Alvarez, Yordan","670541","2024",99,97,99,99,98,97,92,95,99,93,88,82,77,34,34,19,,97,76,18
"Kennedy, Buddy","671083","2024",,,,,,,,,10,,,,,,,89,,,,
"Heim, Jonah","641680","2024",7,19,21,27,6,37,28,38,58,27,70,13,72,25,,8,,24,76,39
"Johnson, Bryce","669369","2024",,,,,,,,,10,,,,,,34,72,,,,
"Romo, Drew","691011","2024",,,,,,,,,6,,,,,,,37,,,,
"Palacios, Joshua","641943","2024",,,,,,,,,39,,,,,,,67,,,,
"Urías, Ramón","602104","2024",,,,,,,,,54,,,,,,23,36,2,,,
"Narváez, Omar","553882","2024",,,,,,,,,4,,,,,,,1,,,,
"Isbel, Kyle","664728","2024",9,25,6,8,16,10,12,28,55,26,56,23,80,31,43,65,94,28,70,72
"Myers, Dane","667472","2024",,,,,,,,,23,,,,,,97,81,,,,
"Ramos, Heliot","671218","2024",70,50,88,90,29,88,92,85,80,85,23,36,27,40,61,65,12,90,21,86
"McCann, Kyle","668832","2024",,,,,,,,,76,,,,,,,8,,,,
